Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body
2QC7PL6N,journalArticle,2000,"Adler, GH; Kielpinski, KA","Reproductive phenology of a tropical canopy tree, <i>Spondias mombin</i>",BIOTROPICA,,0006-3606,10.1646/0006-3606(2000)032[0686:RPOATC]2.0.CO;2,,"We studied the reproductive phenology of isolated populations of Spondias mombin to determine the degree of flowering and fruiting synchrony among populations and to examine spacial and temporal variability in fruit production. The study was conducted on six small islands (1.8-3.5 ha) in the Panama Canal. All individuals (10 cm in diameter at breast height (DBH) were marked in 1991 and censused each year through 1994 to record recruits and deaths. All marked trees were censused monthly for flowering and fruiting activity from April 1992 through December 1995. Spondias mombin was seasonal and highly synchronous in flower and fruit production among islands and across years. Proportions of individuals fruiting varied among islands, years, and tree size classes. There was a positive relationship between probability of fruit production and tree size. Synchronous reproductive activity in S. mombin probably was due to responses to proximate environmental cues such as fluctuations in irradiance, but other factors must have been responsible for temporal and spatial variation in reproductive performance. We suggest that this variation may have been due partly to temporal and spatial differences in pollinator abundance.",2000-12,02/03/2025 20:24,02/03/2025 20:24,,686-692,,4,32,,,,,,,,,,English,,,,,,,"Place: 810 EAST 10TH ST, LAWRENCE, KS 66044 USA Publisher: ASSOC TROPICAL BIOLOGY INC Type: Article",,,,flowering; fruiting; phenology; reproduction; islands; Panama; Spondias mombin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKE3XKR4,journalArticle,2018,"Adamescu, Gabriela S.; Plumptre, Andrew J.; Abernethy, Katharine A.; Polansky, Leo; Bush, Emma R.; Chapman, Colin A.; Shoo, Luke P.; Fayolle, Adeline; Janmaat, Karline R. L.; Robbins, Martha M.; Ndangalasi, Henry J.; Cordeiro, Norbert J.; Gilby, Ian C.; Wittig, Roman M.; Breuer, Thomas; Hockemba, Mireille Breuer-Ndoundou; Sanz, Crickette M.; Morgan, David B.; Pusey, Anne E.; Mugerwa, Badru; Gilagiza, Baraka; Tutin, Caroline; Ewango, Corneille E. N.; Sheil, Douglas; Dimoto, Edmond; Baya, Fidele; Bujo, Flort; Ssali, Fredrick; Dikangadissi, Jean-Thoussaint; Jeffery, Kathryn; Valenta, Kim; White, Lee; Masozera, Michel; Wilson, Michael L.; Bitariho, Robert; Ebika, Sydney T. Ndolo; Gourlet-Fleury, Sylvie; Mulindahabi, Felix; Beale, Colin M.",Annual cycles are the most common reproductive strategy in African tropical tree communities,BIOTROPICA,,0006-3606,10.1111/btp.12561,,"We present the first cross-continental comparison of the flowering and fruiting phenology of tropical forests across Africa. Flowering events of 5446 trees from 196 species across 12 sites and fruiting events of 4595 trees from 191 species across 11 sites were monitored over periods of 6 to 29years and analyzed to describe phenology at the continental level. To study phenology, we used Fourier analysis to identify the dominant cycles of flowering and fruiting for each individual tree and we identified the time of year African trees bloom and bear fruit and their relationship to local seasonality. Reproductive strategies were diverse, and no single regular cycle was found in >50% of individuals across all 12 sites. Additionally, we found annual flowering and fruiting cycles to be the most common. Sub-annual cycles were the next most common for flowering, whereas supra-annual patterns were the next most common for fruiting. We also identify variation in different subsets of species, with species exhibiting mainly annual cycles most common in West and West Central African tropical forests, while more species at sites in East Central and East African forests showed cycles ranging from sub-annual to supra-annual. Despite many trees showing strong seasonality, at most sites some flowering and fruiting occurred all year round. Environmental factors with annual cycles are likely to be important drivers of seasonal periodicity in trees across Africa, but proximate triggers are unlikely to be constant across the continent.",2018-05,02/03/2025 20:24,02/03/2025 20:24,,418-430,,3,50,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,seasonality; tropical forest; phenology; Africa; annual cycles; flowers; fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UN7WD666,journalArticle,2014,"Ryan, Casey M.; Williams, Mathew; Hill, Timothy C.; Grace, John; Woodhouse, Iain H.","Assessing the Phenology of Southern Tropical Africa: A Comparison of Hemispherical Photography, Scatterometry, and Optical/NIR Remote Sensing",IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,0196-2892,10.1109/TGRS.2013.2242081,,"The seasonal cycle of tree leaf display in the savannas and woodlands of the seasonally dry tropics is complex, and robust observations are required to illuminate the processes at play. Here, we evaluate three types of data for this purpose, comparing scatterometry (QuikSCAT sigma(0)) and optical/near-infrared MODIS EVI remotely sensed data against field observations. At a site in Mozambique, the seasonal cycles from both space-borne sensors are in close agreement with each other and with estimates of tree plant area index derived from hemispherical photography (r > 0.88). This agreement results in similar estimates of the start of the growing season across different data types (range 13 days). Ku-band scatterometry may therefore be a useful complement to vegetation indices such as EVI for estimating the start of the growing season for trees in tropical woodlands. More broadly, across southern tropical Africa there is close agreement between scatterometry and EVI time series in woody ecosystems with > 25% tree cover, but in areas of < 25% tree cover, the two time series diverge and produce markedly different start of season (SoS) dates (difference > 50 days). This is due to increases in sigma(0) during the dry season, not matched by increase in EVI. The reasons for these increases are not obvious, but might relate to soil moisture, flowering, fruiting, or grass dynamics. Further observations and modeling of this phenomenon is warranted to understand the causes of these dry season changes in sigma(0). Finally, three different definitions of the SoS were examined and found to produce only small differences in estimated dates, across all types of data.",2014-01,02/03/2025 20:24,02/03/2025 20:24,,519-528,,"1, 2",52,,,,,,,,,,English,,,,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",,,,Canopy phenology; land surface phenology (LSP); scatterometry; start of season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4S6RS23S,journalArticle,2019,"Arcanjo Bruno, Morgana Maria; Massi, Klecia Gili; Vidal, Mariana Morais; Hay, John du Vall",Reproductive phenology of three <i>Syagrus</i> species (Arecaceae) in a tropical savanna in Brazil,FLORA,,0367-2530,10.1016/j.flora.2019.02.002,,"The seasonal timing of reproductive events in plants is explained by exogenous factors (i.e. climate) and endogenous characteristics. Arecaceae family is an important component of the tropical savanna flora, but the reproductive phenology of these plant species is not well understood. We aimed to: (i) test whether flowering and fruiting timing of the palms Syagrus comosa (Mart.) Mart., Syagrus flexuosa (Mart.) Becc. and Syagrus glazioviana (Mart.) Becc. were seasonal and correlated with precipitation; and (ii) investigate if closely related species overlapped in flowering and fruiting. The study was carried out during four years in three tropical woodland savanna sites in Brazil (Cerrado). At each of the three sites, we randomly tagged 20 adult individuals of each species and monthly monitored them for reproductive phenological events. We counted the number of flowers and of fruits and we compared these data with climatic records (precipitation). To test whether the three palm species flowered and fruited uniformly throughout the year, we applied the Rayleigh Z test. We correlated total rainfall of the month with number of flowers or fruits produced using a Spearman correlation test. Flowering and fruiting timing of the species during the years and across sites were mostly aseasonal and were in general not influenced by precipitation. These palm species had synchronous flowering but did not have synchronous fruiting. Because of the year-round fruit production, S. comosa, S. flexuosa and S. glazioviana might be fundamental species to the maintenance of frugivores. The synchronized flowering is an effective means of attracting pollinators and satiating florivores, improving plant reproductive success. The shifted fruiting peaks may emphasize the role of these palms in providing food for frugivores during the year.",2019-03,02/03/2025 20:24,02/03/2025 20:24,,18-25,,,252,,,,,,,,,,English,,,,,,,"Place: HACKERBRUCKE 6, 80335 MUNICH, GERMANY Publisher: ELSEVIER GMBH Type: Article",,,,Brazilian savanna; Flowering; Fruiting; Syagrus comosa (mart.) mart.; Syagrus flexuosa(mart.) Becc.; Syagrus glazioviana (mart.) Becc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZDU5KQN,journalArticle,1996,"Spencer, H; Weiblen, G; Flick, B","Phenology of Ficus variegata in a seasonal wet tropical forest at Cape Tribulation, Australia",JOURNAL OF BIOGEOGRAPHY,,0305-0270,10.1111/j.1365-2699.1996.tb00008.x,,"We studied the phenology of 198 mature trees of the dioecious fig Ficus variegata Blume (Moraceae) in a seasonally wet tropical rain forest at Cape Tribulation, Australia, from March 1988 to February 1993. Leaf production was highly seasonal and correlated with rainfall. Trees were annually deciduous, with a pronounced leaf drop and a pulse of new growth during the August-September drought. At the population level, figs were produced continually throughout the study but there were pronounced annual cycles in fig abundance. Figs were least abundant during the early dry period (June-September) and most abundant from the late dry season (October-November) through the wet season (December-April). The annual peak in reproduction actually reflected two staggered peaks arising from gender differences in fig phenology. In this dioecious species, female and male trees initiated their maximal fig crops at different times and flowering was to some extent synchronized within sexes. Fig production in the female (seed-producing) trees was typically confined to the wet season. Male (wasp-producing) trees were less synchronized than female trees but reached a peak level of fig production in the months prior to the onset of female fig production. Male trees were also more likely to produce figs continually. Asynchrony among male fig crops during the dry season could maintain the pollinator population under adverse conditions through within- and among-tree wasp transfers.",1996-07,02/03/2025 20:24,02/03/2025 20:24,,467-475,,4,23,,,,,,,,,,English,,,,,,,"Place: P O BOX 88, OSNEY MEAD, OXFORD, OXON, ENGLAND OX2 0NE Publisher: BLACKWELL SCIENCE LTD Type: Article; Proceedings Paper",,,,seasonality; phenology; Australia; Cape Tribulation; dioecy; Ficus variegata; figs; flowering asynchrony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9JV6SRWF,journalArticle,1994,"MURALI, KS; SUKUMAR, R","REPRODUCTIVE PHENOLOGY OF A TROPICAL DRY FOREST IN MUDUMALAI, SOUTHERN INDIA",JOURNAL OF ECOLOGY,,0022-0477,10.2307/2261441,,"1 Flowering and fruiting phenologies of a tropical dry forest in Mudumalai, southern India, were studied between April 1988 and August 1990. Two sites, a wetter site I receiving 1100mm and a drier site II receiving 600mm of rainfall annually, are compared. A total of 286 trees from 38 species at site I and 167 trees from 27 species at site II was marked for phenological observations. There were 11 species common to the two sites. Several hypotheses relating to the evolution of reproductive phenology are tested. 2 Frequency of species flowering attained a peak at site I during the dry season but at site II, where soil moisture may be limiting during the dry months, the peak was during the wet season. At both sites a majority of species flushed leaves and flowered simultaneously. Among various guilds, the bird-pollinated guild showed distinct dry season flowering, which may be related to better advertisement of large flowers to pollinators during the leafless dry phase. The wind-pollinated guild flowered mainly during the wet season, when wind speeds are highest and favourable for pollen transport. The insect-pollinated guild showed no seasonality in flowering in site I but a wet season flowering in site II. 3 Fruiting frequency attained a peak in site I during the late wet season extending into the early dry season; a time-lag correlation showed that fruiting followed rainfall with a lag of about two months. Site II showed a similar fruiting pattern but this was not statistically significant. The dispersal guilds (animal, wind, and explosive passively-dispersed) did not show any clear seasonality in fruiting, except for the animal-dispersed guild which showed wet season fruiting in site I. 4 Hurlbert's overlap index was also calculated in order to look at synchrony in flowering and fruiting irrespective of climatic (dry and wet month) seasonality. In general, overlap in flowering and fruiting guilds was high because of seasonal aggregation. Among the exceptions, at site II the wind-pollinated flowering guild did not show significant overlap between species although flowering aggregated in the wet season. This could be due to the need to avoid heterospecific pollen transfer. 5 Rarer species tended to flower earlier in the dry season and this again could be an adaptation to avoid the risk of heterospecific pollen transfer or competition for pollinators. The more abundant species flowered mainly during the wet season. Species which flower earlier have larger flowers and, having invested more energy in flowers, also have shorter flower to fruit durations.",1994-12,02/03/2025 20:24,02/03/2025 20:24,,759-767,,4,82,,,,,,,,,,English,,,,,,,"Place: OSNEY MEAD, OXFORD, OXON, ENGLAND OX2 0EL Publisher: BLACKWELL SCIENCE LTD Type: Article",,,,COMMUNITY ORGANIZATION; FLOWERING PHENOLOGY; FRUITING PHENOLOGY; MUDUMALAI SANCTUARY; POLLINATION AND DISPERSAL GUILDS; SOUTHERN INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K77MJW3T,journalArticle,1997,"WilliamsLinera, G",Phenology of deciduous and broadleaved-evergreen tree species in a Mexican tropical lower montane forest,GLOBAL ECOLOGY AND BIOGEOGRAPHY LETTERS,,0960-7447,10.2307/2997568,,"The phenologies of trees with temperate and tropical historical phytogeographical affinities were recorded during 60 months (1990-1994) in a lower montane forest (1300 m a.s.l.) in Veracruz, Mexico. The objective was to determine phenological patterns and their relation to climate for both deciduous and broadleaved-evergreen species. Lear fall, leaf Hush. flowering, and fruiting were recorded for 107 individuals belonging to twelve deciduous and twelve broadleaved-evergreen species. Phenological stages were scaled from 0 to 4 (referring to the proportion of each tree in a phenophase), and averaged monthly as a phenological index. Phenological periodicity was analysed as a nonmetric time-series using measures of predictability, constancy, and contingency. The climate is mild with a dry-cool season (November-March), a dry-warm season (April-May), and a wet-warm season (June-October). Foliar phenological patterns differed between deciduous and evergreen species. Deciduous species dropped leaves during the dry-cool season and leaf drop was negatively correlated with minimum temperature; leaf Hushing occurred during the dry-cool and dry-warm seasons and was positively correlated with maximum temperature. In general, broadleaved-evergreen species continually dropped and Hushed leaves throughout the year. Flowering and fruiting patterns did not differ between leaf habits. Mean flowering peaks occurred between February and May, but each individual species had a different annual peak. Fruiting occurred in the dry-warm and wet-warm seasons. Three species were distinct in their fruiting phenologies, Styrax and Meliosma exhibited supra-annual patterns, and Hedyosmum fruited most of the year. For several species, Fruiting and minimum temperature were positively correlated. Factors other than abiotic ones (e.g. biotic interactions and phylogenetic relationships) may be involved in the phenological patterns observed and they should be investigated.",1997-03,02/03/2025 20:24,02/03/2025 20:24,,115-127,,2,6,,,,,,,,,,English,,,,,,,"Place: P O BOX 88, OSNEY MEAD, OXFORD, OXON, ENGLAND OX2 0NE Publisher: BLACKWELL SCIENCE LTD Type: Article",,,,tropical trees; phenology; forest; broad-leaved evergreen trees; deciduous trees; montane; phytogeography; temperate trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJXGSPBJ,journalArticle,2016,"Mohandass, D.; Hughes, Alice C.; Davidar, Priya",Flowering and fruiting patterns of woody species in the tropical montane evergreen forest of southern India,CURRENT SCIENCE,,0011-3891,10.18520/cs/v111/i2/404-416,,"Reproductive phenology in tropical forests has been potentially influenced by climatic cues, biotic interactions and phylogenetic constraints at the community level. Studies on this relationship in the tropical montane evergreen forest of south India are rather lacking. We made reproductive phonological observations on 497 individuals falling under 66 species, in 52 genera and 31 families, at weekly intervals for a period of three years from January 2002 to December 2004 consecutively. At the community level, most of the woody species had annual rhythm and showed regular seasonal reproductive cycle. Flowering and fruiting patterns were significantly related with climatic variables, seasonal patterns were significantly associated with biotic factors and further found that closely related species of flowering and fruiting showed similar in times at climatic seasonality. Therefore the study suggests that community level reproductive phenology was influenced by climatic variables, biotic interaction and evolutionary perspectives.",25/07/2016,02/03/2025 20:24,02/03/2025 20:24,,404-416,,2,111,,,,,,,,,,English,,,,,,,"Place: C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE 560 080, INDIA Publisher: INDIAN ACAD SCIENCES Type: Article",,,,reproductive phenology; tropical forests; Biotic interactions; climatic factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRAP2YPH,journalArticle,2010,"de Vasconcelos, Sandra Freitas; de Araujo, Francisca Soares; Lopes, Ariadna Valentina","Phenology and dispersal modes of wood species in the Carrasco, a tropical deciduous shrubland in the Brazilian semiarid",BIODIVERSITY AND CONSERVATION,,0960-3115,10.1007/s10531-010-9841-x,,"We provide, for the first time, data on phenology and dispersal modes for the Carrasco, a tropical deciduous shrubland in the Brazilian semiarid. The study was conducted in the Serra das Almas Reserve (5 degrees 8'45 `' S, 40 degrees 55'43 `' W), northeastern Brazil. We sampled 2,790 individuals from 39 species, 30 genera, and 17 families. Fabaceae, Euphorbiaceae, and Myrtaceae were the most representative. All species lose leaves, fully or partially, during the dry season. Leaf flush was observed to increase at the end of the dry season with a peak during the rainy season. Similarly, the peak of flowering/fruiting occurred at the end of the dry and the beginning of the rainy season. Air humidity and maximum temperature were the only variables correlated with leaf flush. Most species showed annual flowering/fruiting. Flowering lasted 2-5 months, but even longer fruiting periods were observed. Zoochory was the most frequent dispersal mode, followed by autochory. Zoochoric, barochoric, and autochoric species fruited throughout the year, while for anemochorics fruiting occurred at the end of the rainy and/or during dry season. Despite both, the Carrasco and the Caatinga are deciduous, the Carrasco has a greater intensity and duration of phenological events and a higher frequency of zoochory, thus being more similar to less arid ecosystems. We discuss the local implications of these patterns, as well as how our results are in accordance with other regional and global studies with similar approaches.",2010-07,02/03/2025 20:24,02/03/2025 20:24,,2263-2289,,8,19,,,,,,,,,,English,,,,,,,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",,,,Reproductive phenology; Deciduous shrubland; Fruit type; Northeastern Brazil; Vegetative phenology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHPI9XJK,journalArticle,2018,"Bush, Emma R.; Bunnefeld, Nils; Dimoto, Edmond; Dikangadissi, Jean-Thoussaint; Jeffery, Kathryn; Tutin, Caroline; White, Lee; Abernethy, Katharine A.",Towards effective monitoring of tropical phenology: maximizing returns and reducing uncertainty in long-term studies,BIOTROPICA,,0006-3606,10.1111/btp.12543,,"Phenology is a key component of ecosystem function and is increasingly included in assessments of ecological change. We consider how existing, and emerging, tropical phenology monitoring programs can be made most effective by investigating major sources of noise in data collection at a long-term study site. Researchers at Lope NP, Gabon, have recorded monthly crown observations of leaf, flower and fruit phenology for 88 plant species since 1984. For a subset of these data, we first identified dominant regular phenological cycles, using Fourier analysis, and then tested the impact of observation uncertainty on cycle detectability, using expert knowledge and generalized linear mixed modeling (827 individual plants of 61 species). We show that experienced field observers can provide important information on major sources of noise in data collection and that observation length, phenophase visibility and duration are all positive predictors of cycle detectability. We find that when a phenological event lasts >4wk, an additional 10yr of data increases cycle detectability by 114 percent and that cycle detectability is 92 percent higher for the most visible events compared to the least. We also find that cycle detectability is four times as high for flowers compared to ripe fruits after 10yr. To maximize returns in the short-term, resources for long-term monitoring of phenology should be targeted toward highly visible phenophases and events that last longer than the observation interval. In addition, programs that monitor flowering phenology are likely to accurately detect regular cycles more quickly than those monitoring fruits, thus providing a baseline for future assessments of change. Resume La phenologie est un element cle du fonctionnement de l'ecosysteme et est de plus en plus incluse dans l'evaluation des changements ecologiques. Nous considerons comment les programmes de surveillance de la phenologie tropicale, aussi bien courants qu'emergents, peuvent etre rendus plus efficaces en etudiant les principales sources de bruit liees a la collecte de donnees sur un site d'etude a long terme. Les chercheurs du Parc National de la Lope au Gabon, ont recueilli des observations mensuelles de la phenologie des feuilles, fleurs et fruits provenant de la canopee de 88 especes de plantes depuis 1984. Pour un sous-ensemble de ces donnees, nous avons d'abord identifie des cycles phenologiques reguliers dominants a l'aide d'une analyse Fourier, puis teste l'impact de l'incertitude liee a l'observation sur la probabilite de detecter un cycle regulier significatif en utilisant des connaissances specialisees et un modele lineaire generalise a effets mixtes (827 plantes individuelles de 61 especes). Nous demontrons que les observateurs experimentes peuvent fournir des informations importantes sur les principales sources de bruit liees a la collecte de donnees, et que la visibilite et la duree de la phenophase ainsi que la longueur de l'observation predisent de maniere positive la detectabilite du cycle. Nous constatons que lorsqu'un evenement phenologique dure plus de 4 semaines, 10 annees de donnees supplementaires augmentent la detectabilite du cycle de 114 pour cent, et que la detectabilite du cycle est 92 pour cent plus elevee pour les evenements les plus visibles par rapport aux moins visibles. Nous constatons egalement que la detection du cycle varie selon la phenophase, etant quatre fois plus elevee pour les fleurs que pour les fruits murs apres 10 ans. Afin de maximiser les rendements a court terme, les ressources allouees a la surveillance a long terme devraient cibler les evenements phenologiques hautement visibles dont la duree depasse celle de l'intervalle d'observation. En outre, les programmes qui surveillent la phenologie de la floraison sont susceptibles de detecter avec precision les cycles reguliers plus rapidement que ceux qui surveillent les fruits, fournissant ainsi une base de reference pour les evaluations futures du changement.",2018-05,02/03/2025 20:24,02/03/2025 20:24,,455-464,,3,50,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,climate change; tropical forest; flowers; fruits; Gabon; leaves; Lope National Park; observation uncertainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSGC7GJS,journalArticle,2008,"Ochoa-Gaona, Susana; Perez Hernandez, Isidro; de Jong, Bernardus H. J.","Reproductive phenology of tree species in the Tenosique tropical forest, Tabasco, Mexico",REVISTA DE BIOLOGIA TROPICAL,,0034-7744,,,"Between August 2003 and August 2005 we registered the flowering and fruiting of 75 tree species (341 individual trees) in a tropical rain forest at Tenosique, Tabasco, Mexico. Monthly we checked five transects (500 m long; 5 m wide). To test the homogeneity of flowering and fruiting during the year, and between adjacent months, we applied a chi(2) test. The flowering was bimodal, with a highest peak in March and April, coinciding with the dry season, and a second lower peak in July when precipitation is relatively low. The highest number of fruiting tree species occur between May and July, with its peak in May. Each of the most common botanical families showed a particular phenological pattern. Monthly rainfall and the number of species flowering or fruiting were not significantly correlated. This means that trees arc flowering and fruiting all year long, with seasonal increases of both phenological phenomena in the dryer periods. We conclude that phenological patterns vary between individuals and between years and are not seasonally correlated. The data we generated arc relevant program the best periods of seed collections according to individual or groups of species, as part of forest management and conservation practices.",2008-06,02/03/2025 20:24,02/03/2025 20:24,,657-673,,2,56,,,,,,,,,,Spanish,,,,,,,"Place: UNIVERSIDAD DE COSTA RICA CIUDAD UNIVERSITARIA, SAN JOSE, 00000, COSTA RICA Publisher: REVISTA DE BIOLOGIA TROPICAL Type: Article",,,,tropical forest; phenophases; reproductive biology; tropical trees; woody flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSF5PXXN,journalArticle,2023,"Ssali, Fredrick; Sheil, Douglas","Seasonality in the equatorial tropics: Flower, fruit, and leaf phenology of montane trees in the highlands of Southwest Uganda",BIOTROPICA,,0006-3606,10.1111/btp.13219,,"Phenology influences many forest functions and can inform forest conservation and management, yet representative phenological data for most common tropical forest tree species remain sparse or absent. Between June 2011 and December 2013, we investigated flowering, fruiting, and leafing patterns in the Bwindi Impenetrable National Park, a montane forest located near the equator in Uganda, drawing on 16,410 observations of 530 trees of 54 species located between 2066 and 2527 m in elevation. The park's climate is equatorial with two wet and dry seasons each year. Flowering and fruiting were strongly seasonal while patterns in leafing were less pronounced. Flower occurrence peaked at the beginning of the short dry season followed by a pronounced trough during the beginning and the middle of the short wet season. Fruit occurrence had a pronounced peak during high rainfall months in March through April with most fruits ripening during drier months in May through July. Fruit scarcity was observed for a 4-month period spanning September to December and most flushing of leaves noted at the end of the wet season in November and December. Our binomial generalized linear mixed models indicated that flowering and fruiting were negatively associated with temperature and that leafing activity was positively associated with rainfall and temperature. These findings are consistent with the insolation- and water-limitation hypotheses suggesting that the seasonally varying availability of resources such as light, water, and nutrients determines these phenological patterns. Ideally, prolonged, multi-year community-level studies would be supported so as to better characterize the influence of climate and of climate variability.",2023-05,02/03/2025 20:24,02/03/2025 20:24,,680-698,,3,55,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,flowering; fruiting; leaf flush; afromontane; leaf senescence; phenophase synchrony; tropical montane forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S56PPNMB,journalArticle,2016,"Mariano, Greice C.; Morellato, Leonor Patricia C.; Almeida, Jurandy; Alberton, Bruna; de Camargo, Maria Gabriela G.; Torres, Ricardo da S.",Modeling plant phenology database: Blending near-surface remote phenology with on-the-ground observations,ECOLOGICAL ENGINEERING,,0925-8574,10.1016/j.ecoleng.2016.03.001,,"Phenology research handles multifaceted information that needs to be organized and made promptly accessed by scientific community. We propose the conceptual design and implementation of a database to store, manage, and manipulate phenological time series and associated ecological information and environmental data. The database was developed in the context of the e-phenology project and integrates ground-based conventional plant phenology direct observations with near-surface remote phenology using repeated images from digital cameras. It also includes site-base information, sensor derived data from the study site weather station and plant ecological traits (e.g., pollination and dispersal syndrome, flower and fruit color, and leaf exchange strategy) at individual and species level. We validated the database design through the implementation of a Web application that generates the time series based on queries, exemplified in two case studies investigating: the relationship between flowering phenology and local weather; and the consistency between leafing patterns derived from ground-based phenology on leaf flush and from vegetation image indices (%Green). The database will store all the information produced in the e-phenology project, monitoring of 12 sites from cerrado savanna to rainforest, and will aggregate the legacy information of other studies developed in the Phenology Laboratory (UNESP, Rio Claro, Brazil) over the last 20 years. We demonstrate that our database is a powerful tool that can be widely used to manage complex temporal datasets, integrating legacy and live phenological information from diverse sources (e.g., conventional, digital cameras, seed traps) and temporal scales, improving our capability of producing scientific and applied information on tropical phenology. (C) 2016 Elsevier B.V. All rights reserved.",2016-06,02/03/2025 20:24,02/03/2025 20:24,,396-408,,,91,,,,,,,,,,English,,,,,,,"Place: PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS Publisher: ELSEVIER SCIENCE BV Type: Article",,,,Database design; Digital images; Image-based phenological indices; Leafing; Modeling; Remote phenology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2ISDTVP,journalArticle,2008,"Bentos, Tony V.; Mesquita, Rita C. G.; Williamson, G. Bruce",Reproductive Phenology of Central Amazon Pioneer Trees,TROPICAL CONSERVATION SCIENCE,,1940-0829,10.1177/194008290800100303,,"This study characterizes the flowering and fruiting phenology of the 13 most common pioneer tree species in early successional forests of the Central Amazon. For each species, 30 individuals, 10 each in three secondary forests, were monitored monthly for four years at the Biological Dynamics of Forest Fragments Project, north of Manaus. Five species showed nearly continuous flowering and fruiting throughout the study, indicating that resources were available to pollinators and dispersers on a regular basis. The other eight species showed stronger seasonality in reproduction, seven of them annually, and one supra-annually. Overall, flowering was concentrated in the transition from the dry to the rainy season and fruiting was concentrated in the rainy season. There was no relationship between reproductive phenology and tree pollinator type or dispersal mode. Reproductive phenology was remarkably consistent year to year. The pioneer community showed a variety of phenological patterns but as a whole tended to be characterized by annual flowering and fruiting, either continuously or seasonally, thereby fitting generalizations of pioneer species relative to mature forest species.",2008,02/03/2025 20:24,02/03/2025 20:24,,186-203,,3,1,,,,,,,,,,English,,,,,,,"Place: 2455 ℡LER RD, THOUSAND OAKS, CA 91320 USA Publisher: SAGE PUBLICATIONS INC Type: Article",,,,seasonality; flowering; fruiting; Phenology; succession; regeneration; secondary growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
