Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body,Screen,Reason,Comment,Screen.Name
GK83YGUJ,journalArticle,2006,"Newbery, DM; Chuyong, GB; Zimmermann, L","Mast fruiting of large ectomycorrhizal African rain forest trees: importance of dry season intensity, and the resource-limitation hypothesis",NEW PHYTOLOGIST,,0028-646X,10.1111/j.1469-8137.2006.01691.x,NA,"Mast fruiting is a distinctive reproductive trait in trees. This rain forest study, at a nutrient-poor site with a seasonal climate in tropical Africa, provides new insights into the causes of this mode of phenological patterning. At Korup, Cameroon, 150 trees of the large, ectomycorrhizal caesalp, Microberlinia bisulcata, were recorded almost monthly for leafing, flowering and fruiting during 1995-2000. The series was extended to 1988-2004 with less detailed data. Individual transitions in phenology were analysed. Masting occurred when the dry season before fruiting was drier, and the one before that was wetter, than average. Intervals between events were usually 2 or 3 yr. Masting was associated with early leaf exchange, followed by mass flowering, and was highly synchronous in the population. Trees at higher elevation showed more fruiting. Output declined between 1995 and 2000. Mast fruiting in M. bisulcata appears to be driven by climate variation and is regulated by internal tree processes. The resource-limitation hypothesis was supported. An `alternative bearing' system seems to underlie masting. That ectomycorrhizal habit facilitates masting in trees is strongly implied.",2006,03/03/2025 20:51,03/03/2025 20:51,NA,561-579,NA,3,170,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Review",NA,NA,NA,dry season; phenology; rain forest; trees; ectomycorrhizas; mast fruiting; Microberlinia bisulcata; tropical Africa,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
SHC7HNSQ,journalArticle,2010,"Rubim, Paulo; Nascimento, Henrique E. M.; Morellato, Leonor Patricia C.",Interannual variation in the phenology of a tree community in a semideciduous seasonal forest in southeast Brazil,ACTA BOTANICA BRASILICA,,0102-3306,10.1590/S0102-33062010000300019,NA,"(Interannual variation in the phenology of a tree community in a semideciduous seasonal forest in southeast Brazil). Tropical tree communities in regions with seasonal climate usually adjust leaf-fall, flowering and fruiting phenology to climate seasonality. Here we monitored a tree community over a 4-year period in order to assess the relationship between the number of species presenting leaf fall, flower and fruit and annual variation in day length, precipitation and temperature. Moreover, we asked whether the three phenological variables have the same patterns in successive years. Simple regression analyses showed that the number of species shedding leaves was negatively related to the three environmental variables during the four years, with day length and temperature as the best predictors. There was also a relationship between day length and the number of species flowering and fruiting, while rainfall and temperature were only related to these phenophases in some years. The circular statistics indicate highly significant seasonality only for leaf fall, whereas for flowering and fruiting significant seasonal patterns were not detected. The number of species in leaf fall was correlated between all successive years. However, the number of species in flower and fruit was not significantly correlated between 2003 and 2004. Overall, our results suggest that leaf fall is highly predictable over time. On the contrary, flowering and fruiting may present year-to-year variation as a result of climatic anomalies such as the high temperatures detected in 2004. These variations may be relevant to understand the effects of climate change on seasonal forests in long-term studies.",2010-09,03/03/2025 20:51,03/03/2025 20:51,NA,756-764,NA,3,24,NA,NA,NA,,NA,NA,NA,,,Portuguese,NA,NA,NA,NA,NA,NA,"Place: CAIXA POSTAL 3005, SAO PAULO SP, 01061-970, BRAZIL Publisher: SOC BOTANICA BRASIL Type: Article",NA,NA,NA,seasonality; Atlantic forest; climate changes; day length,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
CLB9WS3S,journalArticle,2014,"Guo, Liang; Dai, Junhu; Ranjitkar, Sailesh; Yu, Haiying; Xu, Jianchu; Luedeling, Eike",Chilling and heat requirements for flowering in temperate fruit trees,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,,0020-7128,10.1007/s00484-013-0714-3,NA,"Climate change has affected the rates of chilling and heat accumulation, which are vital for flowering and production, in temperate fruit trees, but few studies have been conducted in the cold-winter climates of East Asia. To evaluate tree responses to variation in chill and heat accumulation rates, partial least squares regression was used to correlate first flowering dates of chestnut (Castanea mollissima Blume) and jujube (Zizyphus jujube Mill.) in Beijing, China, with daily chill and heat accumulation between 1963 and 2008. The Dynamic Model and the Growing Degree Hour Model were used to convert daily records of minimum and maximum temperature into horticulturally meaningful metrics. Regression analyses identified the chilling and forcing periods for chestnut and jujube. The forcing periods started when half the chilling requirements were fulfilled. Over the past 50 years, heat accumulation during tree dormancy increased significantly, while chill accumulation remained relatively stable for both species. Heat accumulation was the main driver of bloom timing, with effects of variation in chill accumulation negligible in Beijing's cold-winter climate. It does not seem likely that reductions in chill will have a major effect on the studied species in Beijing in the near future. Such problems are much more likely for trees grown in locations that are substantially warmer than their native habitats, such as temperate species in the subtropics and tropics.",2014-08,03/03/2025 20:51,03/03/2025 20:51,NA,1195-1206,NA,6,58,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 233 SPRING ST, NEW YORK, NY 10013 USA Publisher: SPRINGER Type: Article",NA,NA,NA,Climate change; Flowering; Chilling requirement; Fruit trees; Heat requirement; Partial least squares regression,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
RYV9NTBP,journalArticle,2016,"Tewari, Ashish; Bhatt, Jitendra; Mittal, Amit",Influence of tree water potential in inducing flowering in <i>Rhododendron arboreum</i> in the central Himalayan region,IFOREST-BIOGEOSCIENCES AND FORESTRY,,1971-7458,10.3832/ifor1525-008,NA,"Rise in temperature has been reported as the principal cause of variation in flowering phenology in several tree species around the globe. In this study, we hypothesized that not only temperature but also rainfall periodicity, soil moisture and the related changes of twig water potential (psi) in winter and early spring are important drivers of bud expansion and flowering in Rhododendron arboreum in central Himalayas. To this purpose, phenological and physiological variables (flowering time, flower bud size and twig water potential) were monitored over two years in a wild population of R. arboreum (Uttarakhand, India) and related with environmental variables (rainfall, soil moisture and temperature). Results showed that a rise in twig psi to -0.7MPa, one week after moderate winter precipitation resulted in flower bud enlargement. In both years flowering was triggered after twig psi reached the threshold of -0.5 Mpa, though the starting date differed between years. Floral bud size was correlated positively with twig psi (r = 0.43, df = 162, p < 0.001) and soil moisture (r = 0.61, df = 71, p < 0.001), while temperature did not influence flower bud size, soil moisture and twig psi. Flower bud size increment was related with increase in twig psi and soil moisture. Based on our results, we concluded that water availability plays an important role in inducing flowering in R. arboreum.",2016-10,03/03/2025 20:51,03/03/2025 20:51,NA,842-846,NA,,9,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: DEPT PROD VEGETALE, VIA ATENEO LUCANO 10, POTENZA, 85100, ITALY Publisher: SISEF-SOC ITALIANA SELVICOLTURA ECOL FORESTALE Type: Article",NA,NA,NA,Flowering; Rhododendron; Global Warming; Himalaya; Water Potential,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
QNUR6RI8,journalArticle,2019,"Perina, Bianca Buck; Liboni, Ana Paula; Montanher, Daniel Rodrigo; Messetti, Ana Verginia L.; Pimenta, Jose Antonio; Bianchini, Edmilson",Phenology of the tree community in a seasonal forest in southern Brazil,BRAZILIAN JOURNAL OF BOTANY,,0100-8404,10.1007/s40415-019-00545-y,NA,"Seasonal variations in environmental factors, such as precipitation, influence plant phenology and the relative importance of each factor, differ according to the ecosystem in question. In this study, we evaluated the phenology of 60 tree species in a seasonal semi-deciduous forest located at the southern border of the tropical zone (23 degrees 26 ` 35”S and 51 degrees 15 ` 30”W) during 3 years. We aimed to investigate the relationship of leaf fall, leaf flushing, budding, flowering, immature and mature fruit phenophases with precipitation, temperature and photoperiod. We also analyzed whether the phenological patterns of tree community were seasonal and similar between consecutive years. Although the climate of the region is classified as Cfa, there are two distinct season: a hot humid summer and a cold drier winter. Leaf fall occurred predominantly in the dry season, with leaf flushing and flowering at the end of the dry and early wet season. The mature fruits were observed throughout the year. For the six phenophases analyzed, the percentage of species did not differ among the three study years. The tree community presented, in general, weakly seasonal phenological patterns, mainly in response to variations in temperature and photoperiod. The mature fruits showed seasonal patterns when the species were grouped by dispersal syndrome. This predictability suggests that small inter-annual variations in precipitation and temperature are not relevant for the studied tree species' phenology.",2019-09,03/03/2025 20:51,03/03/2025 20:51,NA,477-490,NA,3,42,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: CAIXA POSTAL 57088, SAO PAULO, SP 00000, BRAZIL Publisher: SOC BOTANICA SAO PAULO Type: Article",NA,NA,NA,Flowering; Fruiting; Leaf fall; Leaf flushing; Tropical trees,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
HSB57JRT,journalArticle,2020,"Medina-Alonso, Maria G.; Navas, Jose F.; Cabezas, Jose M.; Weiland, Carlos M.; Rios-Mesa, Domingo; Lorite, Ignacio J.; Leon, Lorenzo; de la Rosa, Raul",Differences on flowering phenology under Mediterranean and Subtropical environments for two representative olive cultivars,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,,0098-8472,10.1016/j.envexpbot.2020.104239,NA,"Olive flowering phenology is highly affected by climatic conditions. Phenological models have been developed to forecast flowering date on olive mainly based on temperature. These models have used flowering datasets collected from trees growing under Mediterranean climatic conditions. In most of the cases, in those conditions, chilling requirements are rapidly fulfilled. In other cases, artificial modifications of the climatic conditions has been practiced by using growth chambers. In the present work, we compare the flowering phenology of `Picual' and `Arbequina' olive cultivars in Mediterranean conditions of Andalucia, Southern Spain, with those in Tenerife, Canary Islands with Sub-Tropical climate. The climatic conditions of Tenerife respect to Andalucia promoted an earlier flowering date but, more importantly, a much longer flowering period. This is mainly produced by an asynchronous flowering bud burst that will generate negative impacts on yield and quality. Quite likely, those differences on flowering phenology between Andalucia and Tenerife climatic conditions are mainly caused by the lack of winter chilling in Tenerife locations. Based on those results, we propose that future works studying the effect of lack of winter chilling on olive should include the length of the flowering period as a parameter to be modeled. Besides, studies on natural climatic conditions with warm winters, as the one here reported, are needed to really assess the effect of winter chilling on olive.",2020-12,03/03/2025 20:51,03/03/2025 20:51,NA,,NA,,180,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Publisher: PERGAMON-ELSEVIER SCIENCE LTD Type: Article",NA,NA,NA,Climate change; Asynchrony; Flowering period; Forecasting; Winter chilling,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
U4Q6UZJP,journalArticle,2020,"Penso, Gener A.; Citadin, Idemir; Scariotto, Silvia; Magalhaes dos Santos, Carlos E.; Junior, Americo W.; Bruckner, Claudio H.; Rodrigo, Javier",Development of Peach Flower Buds under Low Winter Chilling Conditions,AGRONOMY-BASEL,,,10.3390/agronomy10030428,NA,"Here, we reviewed both endogenous and exogenous factors involved in the processes of flower bud formation and flower development in peach, analyzing how they can be affected by climatic change in temperate zones, explored the expansion of peach to tropical or subtropical zones. The process of flower bud formation in peach differs between low winter chilling and temperate conditions. Although the main steps of flower development are maintained, the timing in which each one occurs is different, and some processes can be altered under low winter chilling conditions, with a great impact on fruit production and crop management. Further studies on flower bud induction and differentiation under warmer conditions are fundamental for addressing the alterations in flower bud development that negatively impact on next season's harvest. In the future, horticulturalists and scientists will face several challenges, mainly how high temperatures affect the expression of the main genes regulating flower formation and how to improve crop management in these conditions.",2020-03,03/03/2025 20:51,03/03/2025 20:51,NA,,NA,3,10,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Review",NA,NA,NA,climate change; tree phenology; flower induction; flower differentiation; morphogenesis; Prunus persica; warm climate,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
LCSQ4WH2,journalArticle,2024,"Dainese, Matteo; Crepaz, Harald; Bottarin, Roberta; Fontana, Veronika; Guariento, Elia; Hilpold, Andreas; Obojes, Nikolaus; Paniccia, Chiara; Scotti, Alberto; Seeber, Julia; Steinwandter, Michael; Tappeiner, Ulrike; Niedrist, Georg",Global change experiments in mountain ecosystems: A systematic review,ECOLOGICAL MONOGRAPHS,,0012-9615,10.1002/ecm.1632,NA,"Mountain ecosystems play an important role globally as centers of biodiversity and in providing ecosystem services to lowland populations, but are influenced by multiple global change drivers such as climate change, nitrogen deposition, or altered disturbance regimes. As global change is accelerating and the consequences for humans and nature are intensifying, there is an increasing demand for understanding and predicting the impacts and implications of global change on mountain ecosystems. Manipulation experiments are one of the major tools for testing the causal impacts of global change and establishing a mechanistic understanding of how these changes may transform the global biota from single organisms to entire ecosystems. Over the past three decades, hundreds of such experiments have been conducted in mountainous regions worldwide. To strengthen the experimental evidence for the possible ecological consequences of global change, we systematically reviewed the literature on global change experiments in mountains. We first investigated the spread of manipulation experiments to test the effects of different global change drivers on key biological and ecological processes from the organism to the ecosystem level. We then examined and discussed the balance of evidence regarding the impact of these global change drivers on biological and ecological processes, and outlined the possible consequences for mountain ecosystems. Finally, we identified research gaps and proposed future directions for global change research in mountain environments. Among the major drivers, temperature was manipulated most frequently, generally showing consistent strong impacts between biological and ecosystem processes, functional groups, and habitat types. There is also strong evidence suggesting that changes in water and nutrient availability have a direct impact on the life history and functioning of mountain organisms. Despite these important findings, there are several gaps that require urgent attention. These include experiments testing adult trees in tropical and boreal regions, assessing animal responses and biotic interactions, and investigating aquatic environments and soil systems more extensively. A broader approach that integrates experimental data with field observations and relies on international collaboration through coordinated experiments could help address these gaps and provide a more consistent and robust picture of the impacts of global change on mountain ecosystems.",2024-11,03/03/2025 20:51,03/03/2025 20:51,NA,,NA,4,94,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Review",NA,NA,NA,climate change; biodiversity; global change; alpine; ecological experiments; ecosystem functioning; mountain; warming,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
2JHRYHGI,journalArticle,2019,"Fava, Wellington Santos; Leme da Cunha, Nicolay; Lorenz, Aline Pedroso",Reproductive phenology of <i>Leptolobium dasycarpum</i> and <i>L. elegans</i> across the Brazilian savanna based on herbarium records,FLORA,,0367-2530,10.1016/j.flora.2019.03.020,NA,"Changes in phenological events have a prominent position in current global change research. Phenological studies for the Brazilian savannah plants are geographically restricted and long-term variation is still unclear. Thus the use of herbarium data can provide long-term phenological evaluation and it is important to understand the phenology-climate dynamics on broader scales. We used climatic data and 252 herbarium specimens collected between 1961 and 2012 to examine the phenological trends in Leptolobium dasycarpum and L. elegans (Leguminosae, Papilionoideae). We tested the effect of average temperature and rainfall of each specimen's month of flowering and/or fruiting and the three months prior using generalized least squares models. The species presented similar flowering and fruiting seasons, peaking in the wet season. Across this hotspot of biodiversity characterized by extraordinary environmental variations between the wet and dry seasons, L. dasycarpum and L. elegans tend to delay their phenophases with increasing temperature and precipitation. However, we did not find a significant alteration of the phenophase dates over the 52 years. In addition, although the temperature in Cerrado has increased during the period investigated, these two species were not affected by the climatic changes, indicating that additional factors or even the interaction of multiple drivers may have determined their flowering/fruiting control.",2019-06,03/03/2025 20:51,03/03/2025 20:51,NA,34-41,NA,,255,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: HACKERBRUCKE 6, 80335 MUNICH, GERMANY Publisher: ELSEVIER GMBH Type: Article",NA,NA,NA,Cerrado; Herbarium records; Large-scale phenology; Leguminosae; Long-term monitoring; Phenological responsiveness,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
MZQMWDIQ,journalArticle,2019,"Adiga, Jamboor D.; Muralidhara, Bommanahalli M.; Preethi, Palpandian; Savadi, Siddanna",Phenological growth stages of the cashew tree (<i>Anacardium occidentale</i> L.) according to the extended BBCH scale,ANNALS OF APPLIED BIOLOGY,,0003-4746,10.1111/aab.12526,NA,"The cashew is an important nut crop cultivated in the tropical regions. It is known for its economic and nutritional value. Phenology is the study of seasonal timing of recurring events in the annual growth cycle. A generic scale such as the Biologische Bundesantalt, Bundessortenamt and Chemische Industrie (BBCH) scale defines developmentally similar growth stages of different crops and within it, more specific scales for individual species can be developed. In the current study, detailed descriptions and codes are proposed for the growth stages of cashew using a modified three-digit scale of BBCH. Seven principal growth stages viz. bud, leaf and shoot development, inflorescence emergence, flowering, fruit development, and fruit maturity were described. A total of thirty-seven secondary growth stages were identified and described within the seven principal growth stages. Due to the importance of phenological growth stages in crop management and crop improvement, the proposed phenological scale is expected to facilitate better adoption of cultural practices, efficient germplasm characterisation and help in studying the impact of climate change on cashew production.",2019-09,03/03/2025 20:51,03/03/2025 20:51,NA,246-252,NA,2,175,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,flowering; phenology; apple; BBCH; cashew; nut,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
G7XS9C9N,journalArticle,2020,"Nkuba, Michael Robert; Chanda, Raban; Mmopelwa, Gagoitseope; Mangheni, Margaret Najjingo; Lesolle, David; Kato, Edward","Indigenous Knowledge Systems and Indicators of Rain: Evidence from Rwenzori Region, Western Uganda",WEATHER CLIMATE AND SOCIETY,,1948-8327,10.1175/WCAS-D-19-0027.1,NA,"This study investigated the abiotic and biotic environmental indicators used among pastoralists and arable farmers to predict the onset and cessation of rain as well as to make short-term and seasonal forecasts in the Rwenzori region of Western Uganda. We used a mixed-methods approach that included surveys of 907 households, focus group discussions, and key informant interviews. The results indicate that resident birds such as white-browed coucals and turacos and migrant birds such as eagles and swallows were important indicators of the onset of rains. Butterflies were an important indicator for the cessation of rains, and red ants were an indicator for the onset of rains. Among the abiotic indicators, winds, clouds, earthquakes, and cloud formation on Mount Rwenzori were important indicators. Behavior of cattle at the onset of rains was important among the pastoralists, and flowering of coffee plants was important among the arable farmers. The behavior of the biotic indicators was driven by the availability of food, water, or other necessities. An attempt to explain the phenology underlying the behavior of biotic indicators and the meteorological science underlying some of the abiotic indicators is made. Although biotic environmental indicators are rudimentary and their accuracy is influenced by external factors such as climate change, they provide climate information within the locality of the farmers. Our results suggest that the indicators used in indigenous forecasting could be incorporated in national meteorological systems in a bid to improve the accuracy of rainfall forecasts and their use among farmers and pastoralists in rural Africa.",2020-04,03/03/2025 20:51,03/03/2025 20:51,NA,213-234,NA,2,12,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 45 BEACON ST, BOSTON, MA 02108-3693 USA Publisher: AMER METEOROLOGICAL SOC Type: Article",NA,NA,NA,Tropics; Africa; Climate variability; Intraseasonal variability; Seasonal variability; Social Science,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
LRR5QPN5,journalArticle,2024,"Chang-Yang, Chia-Hao; Chiang, Po-Hui; Wright, S. Joseph; Hsieh, Chang-Fu; Sun, I-Fang",Proximate cues of flowering in a subtropical rain forest,BIOTROPICA,,0006-3606,10.1111/btp.13282,NA,"Plants have evolved mechanisms to track seasonal variation in environmental resources, enabling them to time key life-history events to appropriate seasons. While the proximate cues for flowering initiation are well documented in the temperate region, it is still unclear what the flowering cues are in the tropics, especially in the subtropics. Our study compared first flowering dates (FFDs) predicted by eight hypothesized proximate cues concerning photoperiod, mean and directional changes in solar irradiance and warm/cool temperature, and rainfall with flowering dates observed over 19 years of weekly monitoring for 16 species in a subtropical rain forest. We observed considerable interannual variation in the median FFDs for the study species, ranging from 21 to 101 days. The early-spring flowering species tended to have greater interannual variation in FFDs than the summer flowering species. For 13 study species, temperature cues best explained interannual variation in FFDs. Cool temperatures in the previous fall/winter and warm temperatures in the current spring (or previous summer) might trigger the onset of flowering in these 13 species. Cues associated with photoperiod and irradiance also predicted interannual variation in FFDs with small root mean square error (<1.5 census intervals) for 12 species but generally had higher prediction errors than temperature-related cues. Cues associated with seasonal variation in rainfall failed to predict flowering times in any species. Our results suggest that future changes in temperature may alter flowering times for most species in subtropical forests, leading to changes in ecosystem processes and biosphere feedback to the climate system.Abstract in Chinese is available with online material.",2024-01,03/03/2025 20:51,03/03/2025 20:51,NA,78-89,NA,1,56,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,rainfall; solar irradiance; photoperiod; first flowering date; chilling requirement; climate signal; Fushan Forest Dynamics Plot; temperature forcing,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
U4NSDQ87,journalArticle,2023,"Miura, Tomoaki; Tokumoto, Yuji; Shin, Nagai; Shimizu, Kentaro K.; Pungga, Runi Anak Sylvester; Ichie, Tomoaki","Utility of commercial high-resolution satellite imagery for monitoring general flowering in Sarawak, Borneo",ECOLOGICAL RESEARCH,,0912-3814,10.1111/1440-1703.12382,NA,"General flowering (GF), irregular synchronous mass flowering of multiple tree species across multiple families, is a unique biological phenomenon of the mixed lowland dipterocarp forest in Southeast Asia. Characterizing the spatial extent and temporal dynamics of GF is essential for an improved understanding of climate-vegetation interactions and the potential climate change impact on this species-rich rainforest. We investigated the utility of newly available high-temporal (daily) and high-spatial (3-4 m) resolution remote sensing by the PlanetScope commercial satellite constellation for detecting flowering trees in a dipterocarp rainforest at Lambir Hills National Park, Sarawak, Malaysia. Our study was focused on the latest GF event known to have occurred in the region in the year 2019. PlanetScope successfully acquired 13 clear-sky or minimally cloud-contaminated scenes over the park during a study period of January 1, 2019 to August 31, 2019 encompassing the 2019 GF event. In situ phenology observations verified that the PlanetScope images detected the flowering crowns of tree species that turned into white or orange. This multitemporal image dataset also captured the flowering peak and species differences. The correlation coefficients between the multitemporal image signatures and in situ phenology observations were moderate to very strong (0.52-0.85). The results indicated that the 2019 GF event was a whole-park phenomenon with the flowering peak in May. This study reports the first successful satellite-based observations of a GF event and suggests the possibility of regional-scale characterization of species-level phenology in the dipterocarp forest, key information for biodiversity conservation in Southeast Asia.",2023-05,03/03/2025 20:51,03/03/2025 20:51,NA,386-402,NA,3,38,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,tropical forest; phenology; general flowering; Sarawak; commercial remote sensing,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
